Sex,NOC,Games,Sport,Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
M,ITA,1980 Summer,Fencing,Silver,32.0,181.0,93.0
M,ITA,1972 Summer,Fencing,Gold,28.0,181.0,93.0
M,ITA,1976 Summer,Fencing,Silver,32.0,181.0,93.0
M,ITA,1976 Summer,Fencing,Silver,23.0,182.0,83.0
M,ARG,2004 Summer,Basketball,Gold,32.0,182.0,83.0
F,POR,2016 Summer,Judo,Bronze,30.0,161.0,57.0
M,CAN,1968 Winter,Ice Hockey,Bronze,24.0,180.0,77.0
F,CUB,2008 Summer,Taekwondo,Bronze,23.0,167.0,49.0
M,CUB,1996 Summer,Baseball,Gold,25.0,190.0,85.0
M,CUB,1968 Summer,Athletics,Silver,20.0,184.0,83.0
M,USA,1976 Summer,Swimming,Gold,21.0,191.0,88.0
M,USA,1976 Summer,Swimming,Bronze,21.0,191.0,88.0
M,USA,1976 Summer,Swimming,Gold,21.0,191.0,88.0
M,USA,1976 Summer,Swimming,Gold,21.0,191.0,88.0
M,CAN,2010 Winter,Skeleton,Gold,30.0,175.0,75.0
M,USA,1996 Summer,Athletics,Silver,21.0,178.0,73.0
M,USA,2000 Summer,Athletics,Gold,25.0,178.0,73.0
M,FRA,1992 Summer,Handball,Bronze,26.0,183.0,100.0
M,ITA,1948 Summer,Athletics,Bronze,28.0,172.0,64.0
M,ITA,1956 Winter,Bobsleigh,Silver,28.0,172.0,73.0
M,ITA,1956 Winter,Bobsleigh,Silver,28.0,172.0,73.0
M,ITA,1964 Winter,Bobsleigh,Bronze,36.0,172.0,73.0
M,ITA,1968 Winter,Bobsleigh,Gold,40.0,172.0,73.0
M,ITA,1968 Winter,Bobsleigh,Gold,40.0,172.0,73.0
M,ARG,1928 Summer,Football,Silver,27.0,167.0,68.0
M,CUB,2004 Summer,Baseball,Gold,19.0,186.0,78.0
F,FRA,2002 Winter,Alpine Skiing,Gold,28.0,164.0,73.0
F,CAN,2000 Summer,Diving,Bronze,25.0,165.0,49.0
F,CAN,2000 Summer,Diving,Silver,25.0,165.0,49.0
M,ITA,2016 Summer,Rowing,Bronze,30.0,189.0,97.0
M,RUS,2012 Summer,Basketball,Bronze,29.0,202.0,99.0
M,NGR,2000 Summer,Athletics,Gold,26.0,188.0,79.0
M,ARG,2008 Summer,Football,Gold,21.0,167.0,62.0
M,CUB,2004 Summer,Wrestling,Silver,26.0,166.0,60.0
F,USA,2000 Summer,Water Polo,Silver,27.0,182.0,77.0
F,USA,2004 Summer,Water Polo,Bronze,30.0,182.0,77.0
M,THA,1988 Summer,Boxing,Bronze,20.0,163.0,54.0
F,KOR,1984 Summer,Basketball,Silver,18.0,181.0,72.0
M,USA,1976 Summer,Boxing,Silver,25.0,165.0,54.0
F,GBR,1972 Summer,Equestrianism,Silver,22.0,157.0,53.0
M,USA,1952 Summer,Athletics,Gold,22.0,185.0,77.0
M,USA,1952 Summer,Athletics,Silver,22.0,185.0,77.0
M,USA,1920 Summer,Rowing,Gold,22.0,185.0,81.0
M,USA,1964 Summer,Modern Pentathlon,Silver,29.0,175.0,67.0
F,CAN,2010 Winter,Curling,Silver,30.0,173.0,77.0
F,USA,2012 Summer,Basketball,Gold,23.0,183.0,79.0
F,USA,2016 Summer,Basketball,Gold,27.0,183.0,79.0
M,GBR,1972 Summer,Cycling,Bronze,25.0,182.0,67.0
F,CAN,2014 Winter,Figure Skating,Silver,21.0,149.0,45.0
M,GBR,1988 Summer,Swimming,Gold,24.0,187.0,87.0
M,IRI,2016 Summer,Weightlifting,Gold,27.0,170.0,97.0
F,GRE,2004 Summer,Water Polo,Silver,27.0,165.0,54.0
F,GRE,2004 Summer,Water Polo,Silver,29.0,184.0,74.0
M,ITA,1964 Summer,Athletics,Bronze,25.0,183.0,75.0
M,ARG,1996 Summer,Football,Silver,21.0,174.0,75.0
M,CUB,1968 Summer,Athletics,Silver,20.0,181.0,73.0
M,USA,1984 Summer,Swimming,Silver,19.0,188.0,84.0
M,USA,1984 Summer,Swimming,Silver,19.0,188.0,84.0
M,USA,1984 Summer,Swimming,Gold,19.0,188.0,84.0
M,USA,1992 Summer,Swimming,Gold,27.0,188.0,84.0
M,USA,1992 Summer,Swimming,Gold,27.0,188.0,84.0
F,AUS,2012 Summer,Water Polo,Bronze,27.0,167.0,70.0
M,ITA,2012 Summer,Gymnastics,Bronze,30.0,165.0,71.0
F,AUS,1968 Summer,Swimming,Bronze,14.0,168.0,53.0
M,ARG,1964 Summer,Equestrianism,Silver,34.0,170.0,65.0
F,SVK,2000 Summer,Swimming,Silver,24.0,172.0,60.0
F,SVK,2000 Summer,Swimming,Silver,24.0,172.0,60.0
M,CZE,1998 Winter,Ice Hockey,Gold,24.0,182.0,90.0
M,CZE,2014 Winter,Biathlon,Silver,29.0,181.0,72.0
M,CZE,2014 Winter,Biathlon,Bronze,29.0,181.0,72.0
M,ITA,1968 Summer,Cycling,Bronze,20.0,182.0,76.0
M,ALG,1996 Summer,Athletics,Gold,26.0,175.0,60.0
M,ROU,1976 Summer,Wrestling,Bronze,24.0,186.0,93.0
M,FRA,1996 Summer,Cycling,Gold,30.0,187.0,77.0
F,USA,1952 Summer,Athletics,Gold,24.0,170.0,62.0
M,USA,2008 Summer,Fencing,Silver,30.0,188.0,91.0
M,BRA,2008 Summer,Athletics,Bronze,24.0,172.0,76.0
F,NED,2000 Summer,Hockey,Bronze,22.0,160.0,55.0
F,NED,2004 Summer,Hockey,Silver,26.0,160.0,55.0
F,NED,2008 Summer,Hockey,Gold,30.0,160.0,55.0
M,FRA,1964 Summer,Rowing,Silver,26.0,188.0,92.0
M,FRA,1960 Summer,Rowing,Silver,24.0,193.0,81.0
M,FRA,1964 Summer,Rowing,Silver,29.0,193.0,81.0
M,SUI,1992 Winter,Bobsleigh,Bronze,28.0,177.0,81.0
M,FRA,1964 Summer,Cycling,Bronze,20.0,181.0,79.0
M,FRA,1968 Summer,Cycling,Gold,24.0,181.0,79.0
M,FRA,1972 Summer,Cycling,Gold,28.0,181.0,79.0
M,FRA,1976 Summer,Cycling,Silver,31.0,181.0,79.0
M,ESP,1992 Summer,Cycling,Gold,23.0,180.0,79.0
F,ESP,2004 Summer,Gymnastics,Bronze,16.0,143.0,31.0
F,CUB,2004 Summer,Athletics,Silver,23.0,175.0,78.0
F,CUB,2008 Summer,Athletics,Silver,27.0,175.0,78.0
F,FRA,1996 Summer,Fencing,Gold,34.0,174.0,63.0
F,USA,1984 Summer,Hockey,Bronze,26.0,165.0,52.0
M,ITA,2004 Summer,Football,Bronze,23.0,185.0,80.0
M,USA,1956 Summer,Rowing,Gold,20.0,183.0,78.0
F,USA,2012 Summer,Football,Gold,23.0,173.0,62.0
M,AUS,2012 Summer,Rowing,Bronze,29.0,191.0,90.0
M,AUS,2016 Summer,Swimming,Bronze,22.0,184.0,82.0
F,GBR,1992 Summer,Hockey,Bronze,26.0,172.0,68.0
M,AUS,1960 Summer,Equestrianism,Gold,45.0,180.0,73.0
M,AUS,1968 Summer,Rowing,Silver,21.0,188.0,90.0
F,AUS,1956 Summer,Swimming,Gold,14.0,167.0,67.0
F,AUS,1960 Summer,Swimming,Silver,18.0,167.0,67.0
M,NZL,1928 Summer,Boxing,Gold,22.0,172.0,67.0
M,GBR,1964 Summer,Sailing,Silver,33.0,176.0,73.0
M,AUT,2006 Winter,Ski Jumping,Gold,19.0,184.0,67.0
M,AUT,2010 Winter,Ski Jumping,Gold,23.0,184.0,67.0
M,AUT,2014 Winter,Ski Jumping,Silver,27.0,184.0,67.0
M,JPN,1996 Summer,Baseball,Silver,30.0,185.0,76.0
M,JPN,1968 Summer,Football,Bronze,24.0,172.0,63.0
F,ITA,2004 Summer,Judo,Bronze,28.0,179.0,78.0
M,RUS,2010 Winter,Cross Country Skiing,Bronze,23.0,176.0,72.0
F,CAN,2012 Summer,Rowing,Silver,30.0,178.0,71.0
M,JPN,1996 Summer,Baseball,Silver,22.0,175.0,80.0
M,FRA,1988 Summer,Athletics,Bronze,24.0,183.0,78.0
M,JPN,1968 Summer,Boxing,Bronze,22.0,165.0,54.0
M,JPN,1992 Summer,Athletics,Silver,24.0,165.0,54.0
M,JPN,1984 Summer,Gymnastics,Bronze,27.0,170.0,66.0
M,JPN,1984 Summer,Gymnastics,Silver,27.0,170.0,66.0
M,JPN,1984 Summer,Gymnastics,Gold,27.0,170.0,66.0
M,JPN,1968 Summer,Volleyball,Silver,21.0,194.0,85.0
M,JPN,1972 Summer,Volleyball,Gold,25.0,194.0,85.0
F,JPN,1984 Summer,Volleyball,Bronze,26.0,171.0,69.0
M,JPN,2004 Summer,Swimming,Bronze,19.0,169.0,68.0
M,JPN,2004 Summer,Swimming,Bronze,19.0,169.0,68.0
M,JPN,1964 Summer,Volleyball,Bronze,22.0,187.0,82.0
F,USA,1976 Summer,Equestrianism,Bronze,33.0,172.0,59.0
M,URS,1960 Summer,Rowing,Bronze,26.0,176.0,73.0
M,ITA,2000 Summer,Rowing,Silver,28.0,186.0,88.0
M,ESP,1996 Summer,Water Polo,Gold,21.0,186.0,84.0
F,ITA,1998 Winter,Cross Country Skiing,Bronze,23.0,163.0,61.0
M,RUS,1998 Winter,Ice Hockey,Silver,20.0,185.0,82.0
M,URS,1976 Summer,Canoeing,Gold,23.0,184.0,94.0
M,RUS,2012 Summer,Swimming,Bronze,20.0,180.0,73.0
M,URS,1964 Summer,Canoeing,Gold,24.0,182.0,88.0
M,URS,1968 Summer,Canoeing,Gold,28.0,182.0,88.0
M,URS,1972 Summer,Canoeing,Gold,32.0,182.0,88.0
F,EUN,1992 Summer,Volleyball,Silver,19.0,188.0,74.0
F,RUS,2000 Summer,Volleyball,Silver,27.0,188.0,74.0
M,CAN,1984 Summer,Canoeing,Bronze,26.0,175.0,82.0
M,CAN,1984 Summer,Canoeing,Gold,26.0,175.0,82.0
M,USA,1964 Summer,Shooting,Bronze,25.0,180.0,73.0
M,AUS,2014 Winter,Freestyle Skiing,Silver,29.0,171.0,67.0
M,JAM,1988 Summer,Athletics,Silver,27.0,180.0,75.0
M,USA,1960 Summer,Equestrianism,Silver,22.0,178.0,70.0
M,USA,1936 Summer,Athletics,Gold,24.0,188.0,84.0
M,USA,1992 Summer,Judo,Silver,25.0,178.0,80.0
F,AUS,1996 Summer,Hockey,Gold,23.0,172.0,69.0
F,AUS,2000 Summer,Hockey,Gold,27.0,172.0,69.0
M,CAN,2010 Winter,Curling,Gold,31.0,188.0,84.0
M,USA,1960 Summer,Athletics,Silver,25.0,178.0,70.0
F,USA,2016 Summer,Athletics,Silver,24.0,173.0,62.0
M,USA,1996 Summer,Baseball,Bronze,22.0,180.0,86.0
M,CAN,2006 Winter,Speed Skating,Silver,20.0,183.0,81.0
M,CAN,2010 Winter,Speed Skating,Gold,24.0,183.0,81.0
M,CAN,2014 Winter,Speed Skating,Silver,28.0,183.0,81.0
M,CAN,2014 Winter,Speed Skating,Bronze,28.0,183.0,81.0
F,USA,2000 Summer,Athletics,Bronze,29.0,164.0,56.0
F,USA,2004 Summer,Athletics,Bronze,33.0,164.0,56.0
M,USA,1956 Summer,Athletics,Gold,21.0,186.0,75.0
M,USA,1956 Summer,Athletics,Gold,21.0,186.0,75.0
M,CAN,2010 Winter,Ice Hockey,Gold,31.0,180.0,96.0
M,USA,1980 Winter,Ice Hockey,Gold,23.0,193.0,95.0
F,AUS,2000 Summer,Softball,Bronze,23.0,169.0,62.0
F,AUS,2004 Summer,Softball,Silver,27.0,169.0,62.0
F,AUS,2008 Summer,Softball,Bronze,31.0,169.0,62.0
F,URS,1988 Summer,Handball,Bronze,22.0,186.0,88.0
F,EUN,1992 Summer,Handball,Bronze,26.0,186.0,88.0
M,GDR,1980 Summer,Cycling,Silver,21.0,175.0,50.0
M,FRA,2008 Summer,Rowing,Bronze,24.0,195.0,90.0
M,FRA,2012 Summer,Rowing,Silver,28.0,195.0,90.0
M,DEN,2016 Summer,Handball,Gold,26.0,190.0,88.0
F,DEN,2000 Summer,Handball,Gold,22.0,182.0,77.0
F,DEN,2004 Summer,Handball,Gold,26.0,182.0,77.0
M,DEN,1968 Summer,Cycling,Silver,22.0,180.0,70.0
M,USA,1988 Summer,Swimming,Gold,21.0,190.0,86.0
M,SWE,1984 Winter,Ice Hockey,Bronze,24.0,178.0,87.0
F,GBR,2002 Winter,Curling,Gold,34.0,172.0,66.0
F,CAN,2012 Summer,Football,Bronze,28.0,171.0,72.0
M,FRA,1968 Summer,Swimming,Bronze,19.0,181.0,80.0
M,CAN,2014 Winter,Figure Skating,Silver,29.0,177.0,78.0
M,USA,1998 Winter,Freestyle Skiing,Gold,22.0,180.0,82.0
F,BRA,1996 Summer,Volleyball,Bronze,27.0,185.0,70.0
M,AUT,1994 Winter,Ski Jumping,Bronze,21.0,181.0,67.0
F,FRG,1984 Summer,Hockey,Silver,23.0,165.0,59.0
F,SUI,2006 Winter,Curling,Silver,26.0,175.0,72.0
F,AUT,1972 Winter,Alpine Skiing,Silver,18.0,170.0,59.0
F,AUT,1980 Winter,Alpine Skiing,Gold,26.0,170.0,59.0
M,USA,2000 Summer,Swimming,Silver,20.0,180.0,78.0
M,USA,2000 Summer,Swimming,Gold,20.0,180.0,78.0
M,USA,1976 Summer,Athletics,Gold,20.0,186.0,72.0
M,USA,1984 Summer,Athletics,Gold,28.0,186.0,72.0
M,USA,1988 Summer,Athletics,Bronze,33.0,186.0,72.0
M,USA,2008 Summer,Water Polo,Silver,30.0,191.0,97.0
M,URS,1964 Summer,Basketball,Silver,24.0,198.0,96.0
M,RUS,2012 Summer,Shooting,Bronze,40.0,180.0,82.0
M,RUS,2000 Summer,Trampolining,Gold,30.0,173.0,76.0
M,RUS,2004 Summer,Trampolining,Silver,34.0,173.0,76.0
F,URS,1988 Summer,Sailing,Bronze,25.0,170.0,68.0
M,URS,1960 Summer,Cycling,Bronze,21.0,181.0,80.0
F,AUS,2004 Summer,Softball,Silver,30.0,170.0,73.0
F,AUS,2008 Summer,Softball,Bronze,34.0,170.0,73.0
M,COL,2016 Summer,Weightlifting,Bronze,21.0,165.0,64.0
F,COL,2004 Summer,Weightlifting,Bronze,35.0,164.0,53.0
M,BRA,1960 Summer,Basketball,Bronze,21.0,178.0,80.0
M,BRA,1964 Summer,Basketball,Bronze,25.0,178.0,80.0
M,NZL,1988 Summer,Swimming,Bronze,23.0,184.0,77.0
F,FRA,2016 Summer,Boxing,Gold,23.0,168.0,60.0
M,IRI,2004 Summer,Wrestling,Silver,26.0,164.0,60.0
F,POR,1984 Summer,Athletics,Bronze,26.0,157.0,45.0
F,POR,1988 Summer,Athletics,Gold,30.0,157.0,45.0
M,PAK,1956 Summer,Hockey,Silver,18.0,181.0,69.0
M,PAK,1960 Summer,Hockey,Gold,22.0,181.0,69.0
M,PAK,1964 Summer,Hockey,Silver,26.0,181.0,69.0
F,ESP,1992 Summer,Hockey,Gold,28.0,167.0,63.0
F,JPN,1984 Summer,Synchronized Swimming,Bronze,23.0,163.0,51.0
M,CAN,1968 Winter,Ice Hockey,Bronze,21.0,178.0,75.0
M,TTO,1964 Summer,Athletics,Silver,23.0,173.0,72.0
M,TTO,1964 Summer,Athletics,Bronze,23.0,173.0,72.0
M,URS,1988 Summer,Canoeing,Silver,21.0,188.0,89.0
M,POL,2008 Summer,Fencing,Silver,27.0,176.0,75.0
M,USA,1988 Summer,Water Polo,Silver,28.0,185.0,88.0
M,GRE,2008 Summer,Rowing,Silver,26.0,191.0,72.0
M,USA,1904 Summer,Athletics,Bronze,28.0,175.0,70.0
M,USA,1906 Summer,Athletics,Silver,30.0,175.0,70.0
M,FRA,1972 Summer,Judo,Bronze,23.0,174.0,63.0
F,USA,1998 Winter,Ice Hockey,Gold,19.0,167.0,68.0
F,USA,2002 Winter,Ice Hockey,Silver,23.0,167.0,68.0
M,FRA,1920 Summer,Athletics,Silver,26.0,169.0,65.0
M,USA,2000 Summer,Basketball,Gold,30.0,206.0,117.0
M,GRE,2000 Summer,Taekwondo,Gold,20.0,180.0,58.0
M,FRA,1956 Summer,Fencing,Bronze,31.0,188.0,76.0
M,IRI,1968 Summer,Wrestling,Gold,28.0,172.0,68.0
M,URS,1980 Summer,Cycling,Gold,21.0,178.0,77.0
F,USA,1998 Winter,Ice Hockey,Gold,25.0,165.0,64.0
F,GBR,2004 Summer,Rowing,Silver,33.0,181.0,72.0
M,AUS,2004 Summer,Hockey,Gold,27.0,182.0,73.0
M,POL,1976 Summer,Football,Silver,25.0,178.0,82.0
M,CUB,1992 Summer,Athletics,Bronze,27.0,196.0,120.0
F,USA,1984 Summer,Hockey,Bronze,26.0,172.0,66.0
M,GBR,1980 Summer,Rowing,Silver,24.0,153.0,50.0
F,CAN,2010 Winter,Bobsleigh,Gold,31.0,178.0,72.0
F,CAN,2014 Winter,Bobsleigh,Gold,35.0,178.0,72.0
M,RUS,2012 Summer,Basketball,Bronze,26.0,216.0,113.0
M,URS,1980 Summer,Fencing,Bronze,21.0,197.0,90.0
M,DEN,2004 Summer,Rowing,Gold,25.0,180.0,75.0
F,NOR,1968 Winter,Cross Country Skiing,Silver,27.0,168.0,57.0
F,NOR,1968 Winter,Cross Country Skiing,Gold,27.0,168.0,57.0
F,NOR,1972 Winter,Cross Country Skiing,Bronze,31.0,168.0,57.0
F,NOR,2016 Summer,Handball,Bronze,25.0,168.0,63.0
M,DEN,2008 Summer,Cycling,Silver,23.0,183.0,69.0
M,TCH,1964 Summer,Football,Silver,23.0,182.0,82.0
M,YUG,1980 Summer,Rowing,Bronze,29.0,196.0,92.0
M,YUG,1984 Summer,Football,Bronze,19.0,176.0,72.0
F,POL,2000 Summer,Fencing,Silver,21.0,179.0,65.0
M,TCH,1964 Summer,Rowing,Bronze,25.0,189.0,83.0
M,URS,1980 Summer,Water Polo,Gold,19.0,188.0,104.0
M,URS,1988 Summer,Water Polo,Bronze,28.0,188.0,104.0
M,URS,1956 Summer,Water Polo,Bronze,27.0,186.0,100.0
M,URS,1960 Summer,Water Polo,Silver,31.0,186.0,100.0
F,GER,1996 Summer,Canoeing,Gold,21.0,175.0,73.0
F,GER,2000 Summer,Canoeing,Gold,25.0,175.0,73.0
M,RUS,2016 Summer,Judo,Gold,30.0,166.0,60.0
M,USA,1996 Summer,Rowing,Silver,25.0,200.0,102.0
M,USA,1976 Winter,Speed Skating,Gold,21.0,180.0,77.0
F,CAN,2004 Summer,Cycling,Gold,38.0,175.0,80.0
F,FRA,2012 Summer,Swimming,Silver,22.0,183.0,71.0
F,FRA,2012 Summer,Swimming,Gold,22.0,183.0,71.0
F,FRA,2012 Summer,Swimming,Bronze,22.0,183.0,71.0
M,UGA,1980 Summer,Boxing,Silver,20.0,175.0,67.0
F,YUG,1984 Summer,Handball,Gold,22.0,181.0,75.0
F,YUG,1984 Summer,Handball,Gold,19.0,187.0,78.0
F,USA,2016 Summer,Athletics,Gold,26.0,173.0,55.0
F,USA,2016 Summer,Fencing,Bronze,30.0,170.0,68.0
M,GBR,2012 Summer,Taekwondo,Bronze,21.0,191.0,80.0
M,GBR,2016 Summer,Taekwondo,Silver,25.0,191.0,80.0
M,NGR,2016 Summer,Football,Bronze,22.0,169.0,78.0
F,GBR,2014 Winter,Curling,Bronze,23.0,173.0,66.0
F,NED,1988 Summer,Swimming,Silver,20.0,186.0,73.0
F,NED,1988 Summer,Swimming,Silver,20.0,185.0,74.0
M,URS,1956 Summer,Basketball,Silver,21.0,183.0,77.0
M,URS,1960 Summer,Basketball,Silver,25.0,183.0,77.0
M,URS,1964 Summer,Basketball,Silver,29.0,183.0,77.0
F,YUG,1988 Summer,Basketball,Silver,21.0,201.0,102.0
M,YUG,1988 Summer,Rowing,Bronze,20.0,190.0,79.0
M,SLO,1992 Summer,Rowing,Bronze,24.0,190.0,79.0
F,URS,1972 Winter,Cross Country Skiing,Gold,24.0,158.0,53.0
M,URS,1988 Summer,Weightlifting,Silver,25.0,171.0,90.0
M,UGA,1968 Summer,Boxing,Silver,25.0,160.0,54.0
M,RSA,2004 Summer,Athletics,Silver,23.0,171.0,62.0
F,NED,2004 Summer,Hockey,Silver,26.0,177.0,63.0
F,NED,2008 Summer,Hockey,Gold,30.0,177.0,63.0
F,NED,2008 Summer,Sailing,Silver,21.0,170.0,61.0
M,NED,2014 Winter,Speed Skating,Gold,27.0,184.0,82.0
M,NED,2014 Winter,Speed Skating,Bronze,27.0,184.0,82.0
M,NED,2014 Winter,Speed Skating,Bronze,27.0,185.0,80.0
M,NED,2012 Summer,Cycling,Bronze,31.0,182.0,87.0
F,AUS,1984 Summer,Athletics,Bronze,27.0,175.0,98.0
M,GER,1960 Summer,Sailing,Bronze,32.0,184.0,87.0
F,USA,1984 Summer,Basketball,Gold,22.0,162.0,57.0
F,SUI,2014 Winter,Ice Hockey,Bronze,15.0,162.0,50.0
F,GDR,1972 Winter,Luge,Gold,22.0,168.0,70.0
F,GER,2000 Summer,Football,Bronze,26.0,178.0,64.0
M,AUS,1984 Summer,Rowing,Bronze,23.0,189.0,85.0
M,SUI,1998 Winter,Curling,Gold,32.0,180.0,72.0
F,SUI,1996 Summer,Canoeing,Silver,21.0,164.0,60.0
M,USA,1920 Summer,Athletics,Silver,18.0,185.0,86.0
M,FRG,1968 Summer,Athletics,Bronze,29.0,180.0,74.0
M,GER,1906 Summer,Athletics,Silver,21.0,165.0,52.0
F,GDR,1976 Summer,Rowing,Gold,25.0,176.0,84.0
M,GDR,1988 Winter,Luge,Gold,22.0,175.0,75.0
M,GER,1998 Winter,Luge,Bronze,32.0,175.0,75.0
F,GER,2016 Summer,Hockey,Bronze,30.0,170.0,71.0
F,GER,1992 Summer,Rowing,Gold,23.0,179.0,70.0
M,SUI,1968 Summer,Shooting,Bronze,34.0,187.0,93.0
M,GER,2012 Summer,Rowing,Gold,25.0,208.0,102.0
F,GER,2004 Summer,Football,Bronze,24.0,161.0,56.0
M,GER,2016 Summer,Hockey,Bronze,24.0,187.0,80.0
M,GDR,1980 Summer,Football,Silver,25.0,173.0,66.0
M,GER,2008 Summer,Hockey,Gold,21.0,185.0,80.0
M,GER,2012 Summer,Hockey,Gold,25.0,185.0,80.0
M,SUI,1984 Winter,Alpine Skiing,Silver,26.0,184.0,84.0
M,SUI,1988 Winter,Alpine Skiing,Silver,30.0,184.0,84.0
F,GDR,1988 Summer,Athletics,Silver,23.0,180.0,67.0
F,GDR,1988 Summer,Athletics,Bronze,23.0,180.0,67.0
F,GDR,1980 Summer,Athletics,Gold,21.0,168.0,59.0
F,GER,2004 Summer,Hockey,Gold,25.0,165.0,57.0
F,GER,1992 Summer,Hockey,Silver,20.0,169.0,60.0
M,FRG,1988 Winter,Nordic Combined,Gold,26.0,187.0,76.0
M,SUI,1996 Summer,Rowing,Gold,23.0,190.0,100.0
M,SUI,2000 Summer,Rowing,Silver,28.0,190.0,100.0
F,GER,2016 Summer,Hockey,Bronze,29.0,175.0,69.0
M,USA,1960 Summer,Swimming,Gold,20.0,189.0,83.0
M,USA,1984 Summer,Basketball,Gold,20.0,200.0,98.0
M,USA,1992 Summer,Basketball,Gold,28.0,200.0,98.0
F,USA,2000 Summer,Football,Silver,22.0,170.0,63.0
M,NED,1964 Summer,Rowing,Bronze,19.0,189.0,90.0
M,USA,1964 Summer,Basketball,Gold,22.0,192.0,86.0
M,ESP,2008 Summer,Basketball,Silver,29.0,202.0,100.0
M,KOR,2004 Summer,Taekwondo,Gold,27.0,191.0,91.0
F,KOR,2004 Summer,Handball,Silver,24.0,176.0,62.0
F,KOR,2004 Summer,Handball,Silver,21.0,168.0,62.0
F,KOR,2008 Summer,Handball,Bronze,25.0,168.0,62.0
M,KOR,2000 Summer,Wrestling,Silver,25.0,178.0,84.0
M,KOR,2004 Summer,Wrestling,Silver,29.0,178.0,84.0
F,GER,2000 Summer,Athletics,Bronze,23.0,172.0,75.0
F,GDR,1988 Summer,Rowing,Gold,22.0,178.0,78.0
F,GER,1992 Summer,Rowing,Gold,26.0,178.0,78.0
M,JPN,1968 Summer,Wrestling,Gold,25.0,173.0,70.0
M,FRA,1992 Summer,Handball,Bronze,25.0,192.0,92.0
M,GDR,1980 Summer,Athletics,Gold,27.0,185.0,80.0
M,BAH,2000 Summer,Athletics,Bronze,34.0,188.0,73.0
F,ESP,1992 Summer,Judo,Gold,23.0,162.0,52.0
F,CUB,2004 Summer,Volleyball,Bronze,24.0,183.0,66.0
M,MEX,1968 Summer,Swimming,Gold,17.0,181.0,74.0
M,COL,2012 Summer,Taekwondo,Bronze,19.0,178.0,58.0
M,CAN,1924 Winter,Ice Hockey,Gold,23.0,173.0,86.0
F,USA,2004 Summer,Water Polo,Bronze,22.0,177.0,70.0
M,GER,2016 Summer,Rowing,Silver,28.0,195.0,96.0
M,ROU,1976 Summer,Handball,Silver,24.0,189.0,96.0
M,ROU,1980 Summer,Handball,Bronze,28.0,189.0,96.0
M,ROU,1984 Summer,Handball,Bronze,32.0,189.0,96.0
F,USA,2000 Summer,Swimming,Silver,18.0,162.0,56.0
F,USA,2000 Summer,Swimming,Gold,18.0,162.0,56.0
F,USA,2004 Summer,Swimming,Bronze,22.0,162.0,56.0
M,AUT,1992 Summer,Equestrianism,Silver,32.0,179.0,80.0
M,GER,1936 Summer,Boxing,Silver,25.0,171.0,66.0
M,RUS,2008 Summer,Wrestling,Gold,23.0,182.0,96.0
F,URS,1976 Summer,Volleyball,Silver,21.0,171.0,66.0
M,JPN,2004 Summer,Baseball,Bronze,31.0,177.0,78.0
F,FIN,2010 Winter,Cross Country Skiing,Bronze,28.0,174.0,62.0
M,URS,1972 Winter,Speed Skating,Bronze,25.0,180.0,77.0
M,URS,1976 Winter,Speed Skating,Silver,29.0,180.0,77.0
M,URS,1976 Winter,Speed Skating,Bronze,29.0,180.0,77.0
F,URS,1956 Summer,Gymnastics,Bronze,27.0,160.0,55.0
F,URS,1956 Summer,Gymnastics,Gold,27.0,160.0,55.0
F,URS,1956 Summer,Gymnastics,Bronze,27.0,160.0,55.0
F,URS,1956 Summer,Gymnastics,Bronze,27.0,160.0,55.0
F,URS,1960 Summer,Gymnastics,Silver,31.0,160.0,55.0
F,URS,1960 Summer,Gymnastics,Gold,31.0,160.0,55.0
F,URS,1960 Summer,Gymnastics,Bronze,31.0,160.0,55.0
M,URS,1980 Summer,Athletics,Gold,20.0,178.0,74.0
M,URS,1988 Summer,Athletics,Gold,28.0,178.0,74.0
M,USA,1956 Summer,Athletics,Gold,23.0,165.0,65.0
M,USA,1920 Summer,Athletics,Gold,21.0,174.0,68.0
M,USA,1924 Summer,Athletics,Gold,25.0,174.0,68.0
M,GBR,2014 Winter,Curling,Silver,35.0,177.0,76.0
F,USA,1976 Summer,Shooting,Silver,33.0,163.0,73.0
M,MDA,1996 Summer,Wrestling,Bronze,26.0,195.0,120.0
M,BRA,2008 Summer,Volleyball,Silver,27.0,190.0,76.0
M,BRA,2012 Summer,Volleyball,Silver,31.0,190.0,76.0
M,JPN,2004 Summer,Athletics,Gold,29.0,187.0,96.0
M,JPN,2012 Summer,Athletics,Bronze,37.0,187.0,96.0
F,IRL,2016 Summer,Sailing,Silver,26.0,184.0,72.0
M,USA,2016 Summer,Athletics,Bronze,21.0,180.0,68.0
M,USA,1912 Summer,Athletics,Bronze,22.0,177.0,62.0
M,USA,1972 Summer,Swimming,Gold,19.0,196.0,88.0
M,USA,1972 Summer,Swimming,Bronze,19.0,196.0,88.0
F,USA,2016 Summer,Volleyball,Bronze,26.0,188.0,77.0
M,AUS,2008 Summer,Swimming,Bronze,24.0,190.0,88.0
M,AUS,2008 Summer,Swimming,Bronze,24.0,190.0,88.0
M,USA,2016 Summer,Swimming,Gold,21.0,191.0,91.0
M,USA,2016 Summer,Swimming,Gold,21.0,191.0,91.0
