Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
Bronze,14.0,169.0,51.0
Silver,34.0,178.0,93.0
Gold,26.0,178.0,83.0
Gold,29.0,173.0,72.0
Silver,37.0,173.0,72.0
Bronze,28.0,188.0,87.0
Gold,22.0,175.0,71.0
Silver,28.0,183.0,79.0
Silver,28.0,180.0,83.0
Bronze,20.0,205.0,116.0
Bronze,21.0,177.0,71.0
Gold,22.0,181.0,76.0
Gold,22.0,181.0,76.0
Gold,27.0,173.0,61.0
Gold,26.0,168.0,51.0
Silver,30.0,168.0,51.0
Silver,20.0,170.0,60.0
Bronze,25.0,159.0,53.0
Bronze,31.0,180.0,65.0
Silver,34.0,180.0,65.0
Silver,26.0,172.0,68.0
Bronze,21.0,177.0,78.0
Bronze,16.0,163.0,58.0
Bronze,20.0,163.0,58.0
Bronze,20.0,163.0,58.0
Gold,24.0,191.0,84.0
Gold,28.0,191.0,84.0
Gold,23.0,195.0,98.0
Silver,27.0,195.0,98.0
Bronze,31.0,179.0,76.0
Gold,22.0,179.0,65.0
Gold,15.0,178.0,66.0
Gold,15.0,178.0,66.0
Silver,25.0,183.0,78.0
Gold,27.0,176.0,78.0
Bronze,25.0,168.0,70.0
Bronze,21.0,183.0,93.0
Gold,29.0,183.0,93.0
Gold,19.0,184.0,85.0
Gold,27.0,164.0,56.0
Bronze,31.0,164.0,56.0
Silver,31.0,164.0,56.0
Silver,35.0,164.0,56.0
Bronze,39.0,164.0,56.0
Bronze,23.0,190.0,109.0
Bronze,36.0,178.0,68.0
Silver,28.0,193.0,114.0
Gold,21.0,173.0,67.0
Gold,21.0,173.0,67.0
Silver,21.0,173.0,70.0
Silver,24.0,167.0,51.0
Bronze,28.0,167.0,51.0
Gold,15.0,162.0,49.0
Silver,22.0,170.0,63.0
Silver,24.0,190.0,90.0
Bronze,23.0,187.0,86.0
Gold,28.0,186.0,90.0
Bronze,23.0,190.0,85.0
Bronze,26.0,155.0,52.0
Gold,22.0,186.0,90.0
Gold,22.0,186.0,90.0
Gold,21.0,178.0,81.0
Silver,29.0,178.0,81.0
Gold,30.0,188.0,84.0
Gold,25.0,173.0,75.0
Gold,33.0,182.0,87.0
Silver,29.0,168.0,63.0
Silver,19.0,176.0,62.0
Bronze,15.0,159.0,45.0
Silver,19.0,155.0,50.0
Bronze,22.0,167.0,58.0
Bronze,26.0,167.0,58.0
Silver,28.0,184.0,80.0
Silver,24.0,189.0,84.0
Bronze,27.0,189.0,84.0
Gold,24.0,172.0,75.0
Bronze,26.0,177.0,70.0
Gold,22.0,200.0,91.0
Gold,22.0,200.0,91.0
Gold,22.0,179.0,72.0
Bronze,30.0,179.0,72.0
Bronze,29.0,182.0,77.0
Bronze,25.0,193.0,90.0
Bronze,20.0,178.0,70.0
Gold,28.0,167.0,54.0
Bronze,23.0,175.0,58.0
Silver,37.0,178.0,68.0
Silver,28.0,184.0,73.0
Gold,16.0,145.0,42.0
Silver,16.0,145.0,42.0
Bronze,16.0,145.0,42.0
Silver,16.0,145.0,42.0
Bronze,16.0,145.0,42.0
Bronze,22.0,168.0,58.0
Silver,21.0,170.0,61.0
Bronze,21.0,170.0,61.0
Gold,22.0,173.0,66.0
Bronze,21.0,187.0,72.0
Bronze,25.0,187.0,72.0
Gold,25.0,187.0,72.0
Bronze,29.0,187.0,72.0
Bronze,33.0,187.0,72.0
Gold,33.0,177.0,74.0
Gold,31.0,178.0,72.0
Gold,21.0,172.0,66.0
Gold,19.0,190.0,66.0
Silver,17.0,175.0,57.0
Silver,28.0,205.0,109.0
Silver,32.0,205.0,109.0
Bronze,36.0,205.0,109.0
Silver,24.0,193.0,84.0
Bronze,32.0,181.0,71.0
Silver,32.0,192.0,88.0
Gold,36.0,192.0,88.0
Gold,44.0,192.0,88.0
Silver,23.0,185.0,77.0
Gold,22.0,185.0,155.0
Gold,26.0,185.0,155.0
Silver,28.0,182.0,120.0
Gold,26.0,185.0,100.0
Bronze,30.0,185.0,100.0
Gold,25.0,176.0,90.0
Gold,29.0,176.0,90.0
Bronze,23.0,187.0,82.0
Gold,26.0,187.0,82.0
Silver,23.0,162.0,55.0
Gold,23.0,162.0,55.0
Gold,27.0,162.0,55.0
Bronze,27.0,162.0,55.0
Gold,29.0,162.0,55.0
Gold,17.0,163.0,82.0
Bronze,21.0,163.0,82.0
Gold,25.0,163.0,82.0
Silver,29.0,163.0,82.0
Gold,33.0,163.0,82.0
Bronze,37.0,163.0,82.0
Bronze,25.0,172.0,74.0
Gold,31.0,155.0,54.0
Silver,21.0,152.0,55.5
Silver,25.0,152.0,55.5
Bronze,23.0,162.0,58.0
Gold,25.0,164.0,63.0
Silver,32.0,178.0,76.0
Bronze,23.0,190.0,95.0
Silver,27.0,190.0,95.0
Gold,27.0,161.0,48.0
Bronze,31.0,161.0,48.0
Bronze,23.0,193.0,97.0
Gold,23.0,193.0,97.0
Bronze,27.0,193.0,97.0
Silver,27.0,193.0,97.0
Silver,31.0,193.0,97.0
Gold,31.0,193.0,97.0
Bronze,30.0,185.0,66.0
Gold,28.0,191.0,90.0
Silver,36.0,191.0,90.0
Gold,29.0,200.0,102.0
Bronze,33.0,200.0,102.0
Gold,20.0,176.0,67.0
Gold,20.0,176.0,67.0
Gold,22.0,187.0,82.0
Gold,32.0,177.0,67.0
Gold,30.0,178.0,75.0
Bronze,30.0,182.0,71.0
Gold,25.0,180.0,88.0
Silver,28.0,186.0,71.0
Bronze,29.0,170.0,64.0
Silver,31.0,175.0,67.0
Bronze,35.0,175.0,67.0
Gold,19.0,173.0,62.0
Gold,27.0,173.0,62.0
Gold,34.0,175.0,60.0
Gold,38.0,175.0,60.0
Bronze,23.0,186.0,86.0
Silver,26.0,188.0,77.0
Silver,23.0,178.0,74.0
Silver,15.0,165.0,48.0
Bronze,26.0,177.0,73.0
Bronze,25.0,155.0,51.0
Gold,21.0,180.0,75.0
Silver,19.0,172.0,59.0
Bronze,30.0,165.0,55.0
Bronze,32.0,171.0,66.0
Gold,36.0,171.0,66.0
Gold,27.0,192.0,85.0
Bronze,31.0,192.0,85.0
Gold,31.0,192.0,85.0
Silver,28.0,180.0,85.0
Gold,26.0,171.0,64.0
Bronze,34.0,171.0,64.0
Bronze,23.0,195.0,98.0
Gold,31.0,195.0,98.0
Gold,21.0,167.0,53.0
Gold,25.0,167.0,53.0
Silver,25.0,167.0,53.0
Silver,25.0,167.0,53.0
Bronze,24.0,190.0,85.0
Bronze,27.0,190.0,85.0
Bronze,27.0,200.0,96.0
Silver,31.0,200.0,96.0
Silver,25.0,184.0,84.0
Gold,23.0,172.0,80.0
Gold,27.0,172.0,80.0
Silver,29.0,169.0,67.0
Bronze,33.0,169.0,67.0
Silver,35.0,180.0,84.0
Silver,29.0,176.0,78.0
Bronze,28.0,170.0,78.0
Gold,17.0,173.0,66.0
Gold,17.0,173.0,66.0
Gold,17.0,173.0,66.0
Gold,26.0,167.0,57.0
Silver,22.0,178.0,63.0
Silver,24.0,194.0,92.0
Silver,24.0,194.0,92.0
Gold,31.0,169.0,63.0
Bronze,22.0,173.0,64.0
Silver,24.0,171.0,48.0
Bronze,25.0,180.0,78.0
Gold,24.0,190.0,75.0
Silver,27.0,182.0,82.0
Gold,28.0,170.0,67.0
Gold,29.0,199.0,110.0
Silver,33.0,199.0,110.0
Bronze,15.0,170.0,63.0
Bronze,30.0,176.0,69.0
Bronze,34.0,176.0,69.0
Gold,20.0,181.0,74.0
Bronze,23.0,179.0,71.0
Gold,27.0,175.0,66.0
Bronze,32.0,175.0,66.0
Silver,33.0,187.0,112.0
Gold,20.0,192.0,87.0
Bronze,24.0,171.0,61.0
Gold,26.0,196.0,96.0
Bronze,30.0,196.0,96.0
Gold,34.0,196.0,96.0
Bronze,23.0,172.0,62.0
Silver,23.0,172.0,62.0
Gold,27.0,197.0,93.0
Silver,28.0,198.0,102.0
Bronze,28.0,168.0,53.0
Silver,21.0,180.0,72.0
Bronze,18.0,182.0,77.0
Gold,29.0,174.0,92.0
Silver,26.0,200.0,98.0
Silver,28.0,175.0,75.0
Gold,31.0,175.0,75.0
Gold,19.0,166.0,54.0
Gold,23.0,166.0,54.0
Bronze,27.0,181.0,87.0
Gold,20.0,173.0,82.0
Silver,19.0,162.0,54.5
Silver,23.0,162.0,54.5
Silver,27.0,162.0,54.5
Bronze,22.0,159.0,63.0
Gold,31.0,165.0,62.0
Gold,23.0,179.0,83.0
Silver,27.0,172.0,54.0
Bronze,23.0,183.0,74.0
Silver,21.0,180.0,68.0
Silver,28.0,180.0,68.0
Gold,24.0,195.0,88.0
Bronze,19.0,160.0,59.0
Bronze,23.0,160.0,59.0
Silver,23.0,160.0,59.0
Gold,19.0,162.0,75.0
Gold,23.0,162.0,75.0
Silver,21.0,164.0,54.0
Silver,28.0,155.0,56.0
Bronze,25.0,170.0,68.0
Bronze,19.0,203.0,139.0
Gold,23.0,203.0,139.0
Gold,27.0,203.0,139.0
Bronze,22.0,188.0,89.0
Gold,22.0,188.0,89.0
Gold,26.0,188.0,89.0
Gold,24.0,178.0,64.0
Bronze,19.0,159.0,55.0
Silver,23.0,159.0,55.0
Bronze,24.0,181.0,86.0
Bronze,29.0,167.0,72.0
Bronze,27.0,169.0,70.0
Bronze,31.0,169.0,70.0
Gold,30.0,182.0,75.0
Silver,28.0,202.0,96.0
Silver,35.0,172.0,69.0
Silver,26.0,183.0,75.0
Bronze,25.0,174.0,67.0
Bronze,27.0,176.0,79.0
Silver,31.0,176.0,79.0
Bronze,23.0,181.0,89.0
Silver,27.0,181.0,89.0
Gold,26.0,173.0,72.0
Silver,28.0,175.0,66.0
Gold,28.0,175.0,66.0
Gold,28.0,175.0,66.0
Silver,28.0,175.0,66.0
Gold,32.0,175.0,66.0
Silver,32.0,175.0,66.0
Silver,23.0,190.0,92.0
Bronze,23.0,190.0,92.0
Bronze,27.0,190.0,92.0
Silver,27.0,190.0,92.0
Bronze,35.0,190.0,92.0
Gold,30.0,178.0,59.0
Silver,27.0,202.0,110.0
Gold,27.0,177.0,80.0
Silver,20.0,158.0,54.0
Bronze,24.0,186.0,73.0
Silver,25.0,155.0,55.0
Bronze,23.0,173.0,49.0
Gold,29.0,189.0,92.0
Bronze,33.0,189.0,92.0
Gold,22.0,160.0,49.0
Bronze,23.0,183.0,73.0
Bronze,33.0,170.0,75.0
Gold,25.0,190.0,80.0
Bronze,27.0,186.0,78.0
Bronze,31.0,186.0,78.0
Bronze,30.0,167.0,73.0
Bronze,39.0,180.0,74.0
Bronze,43.0,180.0,74.0
Silver,37.0,180.0,85.0
Bronze,23.0,168.0,67.0
Bronze,23.0,173.0,68.0
Gold,27.0,188.0,82.0
Bronze,25.0,194.0,90.0
Gold,27.0,181.0,71.0
Gold,19.0,163.0,51.0
Silver,21.0,187.0,63.0
Gold,22.0,193.0,88.0
Gold,30.0,198.0,95.0
Silver,19.0,178.0,70.0
Bronze,19.0,178.0,70.0
Silver,23.0,178.0,70.0
Gold,26.0,189.0,91.0
Gold,22.0,185.0,92.0
Bronze,25.0,185.0,75.0
Silver,25.0,175.0,75.0
Silver,29.0,175.0,75.0
Bronze,20.0,183.0,68.0
Silver,22.0,183.0,68.0
Bronze,22.0,183.0,68.0
Silver,25.0,186.0,89.0
Silver,31.0,189.0,96.0
Silver,24.0,185.0,83.0
Silver,27.0,187.0,82.0
Gold,21.0,196.0,90.0
Gold,32.0,169.0,66.0
Gold,36.0,169.0,66.0
Gold,33.0,168.0,60.0
Bronze,26.0,179.0,70.0
Bronze,34.0,179.0,70.0
Silver,19.0,178.0,73.0
Gold,23.0,178.0,73.0
Gold,23.0,178.0,73.0
Silver,25.0,178.0,74.0
Silver,21.0,180.0,57.0
Gold,28.0,188.0,74.0
Gold,16.0,167.0,57.0
Silver,16.0,167.0,57.0
Gold,19.0,189.0,91.0
Bronze,23.0,189.0,91.0
Silver,32.0,189.0,91.0
Bronze,23.0,216.0,107.0
Gold,26.0,216.0,107.0
Gold,30.0,216.0,107.0
Bronze,25.0,165.0,69.0
Silver,24.0,183.0,70.0
Bronze,28.0,183.0,70.0
Bronze,25.0,175.0,75.0
Bronze,24.0,188.0,70.0
Silver,22.0,186.0,77.0
Silver,37.0,183.0,76.0
Bronze,27.0,190.0,75.0
Gold,22.0,178.0,64.0
Bronze,28.0,178.0,141.0
Silver,18.0,180.0,62.0
Silver,21.0,193.0,96.0
Silver,25.0,193.0,96.0
Bronze,21.0,196.0,94.0
Bronze,26.0,188.0,84.0
Silver,18.0,191.0,80.0
Silver,18.0,191.0,80.0
Gold,18.0,191.0,80.0
Silver,25.0,188.0,92.0
Bronze,24.0,173.0,60.0
Bronze,24.0,192.0,90.0
Gold,26.0,160.0,50.0
Bronze,25.0,165.0,63.0
Bronze,29.0,165.0,63.0
Silver,33.0,165.0,63.0
Bronze,37.0,165.0,63.0
Gold,36.0,190.0,85.0
Bronze,24.0,160.0,53.0
Bronze,25.0,184.0,76.0
Silver,28.0,178.0,66.0
Gold,28.0,178.0,66.0
Silver,31.0,170.0,61.0
Bronze,22.0,172.0,72.0
Silver,23.0,173.0,70.0
Gold,27.0,173.0,70.0
Gold,27.0,164.0,54.0
Bronze,21.0,192.0,92.0
Silver,22.0,179.0,73.0
Silver,20.0,171.0,71.0
Silver,24.0,183.0,95.0
Bronze,24.0,195.0,80.0
Gold,22.0,152.0,41.0
Gold,26.0,152.0,41.0
Gold,30.0,152.0,41.0
Gold,25.0,205.0,85.0
Silver,29.0,205.0,85.0
Silver,33.0,205.0,85.0
Gold,22.0,182.0,70.0
Gold,22.0,186.0,79.0
Bronze,22.0,198.0,120.0
Gold,21.0,163.0,66.0
Gold,25.0,163.0,66.0
Bronze,24.0,186.0,90.0
Silver,28.0,198.0,92.0
Bronze,22.0,160.0,51.0
Bronze,20.0,154.0,48.0
Silver,24.0,186.0,135.0
Silver,28.0,186.0,135.0
Gold,24.0,167.0,63.0
Silver,30.0,173.0,61.0
Bronze,25.0,162.0,58.0
Silver,21.0,161.0,60.0
Bronze,37.0,183.0,86.0
Silver,24.0,180.0,72.0
Silver,35.0,181.0,74.0
Silver,34.0,155.0,53.0
Silver,20.0,180.0,80.0
Bronze,22.0,178.0,75.0
Silver,26.0,191.0,80.0
Bronze,30.0,191.0,80.0
Bronze,20.0,159.0,54.0
Silver,25.0,190.0,93.0
Silver,31.0,195.0,105.0
Silver,23.0,190.0,89.0
Gold,27.0,174.0,67.0
Silver,32.0,183.0,93.0
Silver,19.0,175.0,70.0
Silver,24.0,162.0,60.0
Silver,22.0,180.0,75.0
Silver,25.0,166.0,46.0
Silver,22.0,195.0,93.0
Gold,28.0,171.0,69.0
Gold,18.0,162.0,50.0
Gold,22.0,162.0,50.0
Bronze,27.0,183.0,82.0
Bronze,27.0,161.0,57.0
Silver,23.0,190.0,111.0
Silver,20.0,189.0,87.0
Silver,25.0,183.0,84.0
Bronze,24.0,185.0,74.0
Silver,27.0,173.0,60.0
Silver,31.0,173.0,60.0
Bronze,21.0,183.0,81.0
Bronze,25.0,183.0,81.0
Gold,34.0,188.0,89.0
Silver,23.0,167.0,58.0
Bronze,27.0,167.0,58.0
Gold,20.0,190.0,90.0
Bronze,23.0,171.0,55.0
Gold,24.0,174.0,67.0
Gold,43.0,164.0,67.0
Bronze,36.0,188.0,100.0
Silver,28.0,173.0,75.0
Gold,21.0,171.0,65.0
Bronze,27.0,173.0,60.0
Bronze,27.0,193.0,90.0
Gold,24.0,192.0,92.0
Gold,25.0,186.0,91.0
Silver,33.0,191.0,98.0
Gold,22.0,174.0,69.0
Bronze,21.0,169.0,74.0
Bronze,19.0,170.0,56.0
Silver,24.0,168.0,72.0
Silver,28.0,168.0,72.0
Bronze,25.0,180.0,81.0
Silver,20.0,192.0,72.0
Silver,23.0,170.0,59.0
Gold,28.0,193.0,93.0
Bronze,34.0,183.0,79.0
Bronze,26.0,172.0,70.0
Bronze,22.0,178.0,73.0
Gold,22.0,170.0,57.0
Silver,28.0,176.0,72.0
Gold,26.0,162.0,52.5
Silver,26.0,162.0,52.5
Silver,24.0,187.0,87.0
Bronze,28.0,190.0,90.0
Gold,32.0,190.0,90.0
Bronze,24.0,178.0,65.0
Gold,24.0,165.0,59.0
Gold,24.0,183.0,79.0
Silver,28.0,188.0,95.0
Gold,36.0,170.0,60.0
Gold,40.0,170.0,60.0
Silver,23.0,187.0,68.0
Silver,24.0,169.0,64.0
Gold,27.0,174.0,68.0
Silver,27.0,174.0,68.0
Silver,26.0,178.0,69.0
Silver,26.0,178.0,72.0
Bronze,34.0,178.0,72.0
Gold,34.0,178.0,72.0
Silver,27.0,182.0,70.0
Silver,30.0,166.0,61.0
Gold,29.0,163.0,51.0
Silver,19.0,170.0,75.0
Gold,19.0,170.0,75.0
Bronze,26.0,178.0,75.0
Silver,22.0,169.0,65.0
Gold,18.0,173.0,57.0
Gold,22.0,173.0,57.0
Gold,26.0,173.0,57.0
Gold,26.0,173.0,57.0
Gold,23.0,173.0,84.0
Bronze,27.0,173.0,84.0
Gold,31.0,173.0,84.0
Silver,29.0,168.0,60.0
Silver,24.0,212.0,110.0
Silver,24.0,165.0,58.0
Silver,27.0,193.0,85.0
Gold,45.0,175.0,69.0
Gold,45.0,175.0,69.0
Silver,32.0,190.0,90.0
Bronze,33.0,170.0,70.0
Bronze,28.0,196.0,104.0
Silver,21.0,177.0,62.0
Gold,23.0,165.0,48.0
Bronze,27.0,165.0,48.0
Gold,28.0,196.0,86.0
Silver,24.0,182.0,73.0
Gold,21.0,191.0,86.0
Gold,27.0,177.0,80.0
Gold,31.0,177.0,80.0
Gold,24.0,190.0,85.0
Silver,28.0,190.0,85.0
Gold,33.0,173.0,65.0
Silver,21.0,184.0,80.0
Bronze,24.0,183.0,64.0
Silver,26.0,162.0,55.0
Silver,21.0,178.0,77.0
Bronze,24.0,197.0,99.0
Silver,25.0,185.0,93.0
Silver,27.0,166.0,64.0
Gold,28.0,177.0,68.0
Silver,32.0,177.0,68.0
Gold,21.0,162.0,54.0
Silver,25.0,184.0,76.0
Silver,17.0,175.0,63.0
Silver,17.0,175.0,63.0
Gold,21.0,175.0,63.0
Bronze,21.0,198.0,81.0
Silver,28.0,181.0,95.0
Gold,25.0,206.0,100.0
Gold,24.0,195.0,93.0
Bronze,22.0,176.0,72.0
Silver,26.0,176.0,72.0
Bronze,26.0,178.0,70.0
Silver,31.0,178.0,70.0
Silver,26.0,176.0,71.0
Bronze,22.0,180.0,81.0
Silver,24.0,172.0,63.0
Bronze,20.0,190.0,89.0
Bronze,24.0,190.0,89.0
Bronze,24.0,196.0,89.0
Gold,23.0,171.0,68.0
Silver,22.0,173.0,64.0
Silver,26.0,173.0,64.0
Silver,19.0,170.0,59.0
Silver,24.0,181.0,78.0
Bronze,57.0,170.0,67.0
Bronze,23.0,176.0,74.0
Gold,27.0,176.0,74.0
Gold,22.0,184.0,78.0
Bronze,17.0,160.0,62.0
Gold,17.0,185.0,80.0
Gold,17.0,185.0,80.0
Silver,21.0,185.0,80.0
Gold,20.0,195.0,115.0
Silver,20.0,195.0,115.0
Bronze,20.0,195.0,115.0
Gold,24.0,195.0,115.0
Silver,28.0,195.0,115.0
Gold,28.0,195.0,115.0
Silver,35.0,181.0,80.0
Bronze,43.0,181.0,80.0
Gold,25.0,154.0,40.0
Silver,24.0,180.0,69.0
Silver,34.0,156.0,56.0
Gold,25.0,174.0,69.0
Silver,25.0,174.0,69.0
Silver,23.0,169.0,61.0
Gold,23.0,169.0,61.0
Silver,27.0,174.0,86.5
Silver,31.0,174.0,86.5
Bronze,24.0,170.0,65.0
Bronze,28.0,170.0,65.0
Bronze,26.0,170.0,71.0
Silver,32.0,187.0,100.0
Silver,36.0,187.0,100.0
Gold,40.0,187.0,100.0
Silver,22.0,184.0,89.0
Silver,23.0,174.0,70.0
Silver,23.0,185.0,92.0
Silver,23.0,182.0,72.0
Bronze,27.0,182.0,72.0
Silver,26.0,187.0,85.0
Gold,22.0,169.0,60.0
Bronze,27.0,178.0,78.0
Bronze,22.0,192.0,88.0
Silver,22.0,192.0,88.0
Gold,22.0,192.0,88.0
Bronze,26.0,192.0,88.0
Silver,30.0,185.0,75.0
Bronze,34.0,185.0,75.0
Gold,15.0,157.0,45.0
Gold,21.0,200.0,88.0
Bronze,31.0,179.0,80.0
Gold,21.0,176.0,65.0
Bronze,23.0,186.0,84.0
Gold,27.0,186.0,84.0
Gold,27.0,186.0,84.0
Gold,31.0,186.0,84.0
Silver,35.0,186.0,84.0
Gold,23.0,191.0,89.0
Gold,20.0,168.0,59.0
Gold,31.0,188.0,88.0
Bronze,29.0,169.0,64.0
Gold,29.0,172.0,87.0
Silver,33.0,172.0,87.0
Gold,25.0,174.0,64.0
Bronze,27.0,171.0,62.0
Bronze,21.0,177.0,85.0
Gold,25.0,177.0,85.0
Silver,25.0,180.0,76.0
Silver,34.0,187.0,80.0
Gold,17.0,153.0,44.0
Gold,17.0,153.0,44.0
Gold,25.0,190.0,78.0
Bronze,33.0,190.0,78.0
Bronze,37.0,175.0,66.0
Gold,17.0,184.0,84.0
Silver,20.0,166.0,60.0
Silver,22.0,194.0,88.0
Silver,22.0,196.0,89.0
Gold,21.0,193.0,73.0
Bronze,30.0,190.0,88.0
Silver,30.0,190.0,88.0
Gold,24.0,164.0,60.0
Silver,28.0,164.0,60.0
Gold,28.0,164.0,60.0
Bronze,32.0,164.0,60.0
Bronze,23.0,187.0,80.0
Silver,24.0,190.0,82.0
Silver,24.0,190.0,92.0
Bronze,15.0,175.0,66.0
Gold,15.0,175.0,66.0
Bronze,21.0,183.0,88.0
Gold,25.0,183.0,88.0
Silver,29.0,179.0,82.0
Silver,23.0,175.0,80.0
Gold,22.0,171.0,72.0
Gold,22.0,171.0,72.0
Bronze,26.0,171.0,72.0
Gold,29.0,172.0,65.0
Gold,25.0,176.0,86.0
Bronze,28.0,174.0,72.0
Bronze,32.0,174.0,72.0
Bronze,27.0,192.0,85.0
Gold,21.0,172.0,65.0
Silver,27.0,186.0,83.0
Silver,21.0,177.0,80.0
Silver,21.0,193.0,86.0
Gold,25.0,193.0,86.0
Gold,26.0,198.0,84.0
Bronze,21.0,170.0,70.0
Silver,19.0,178.0,81.0
Silver,26.0,182.0,84.0
Gold,26.0,182.0,84.0
Gold,26.0,182.0,84.0
Bronze,21.0,179.0,80.0
Bronze,18.0,181.0,63.0
Bronze,26.0,193.0,96.0
Bronze,25.0,183.0,68.0
Silver,21.0,190.0,108.0
Bronze,23.0,178.0,71.0
Bronze,23.0,178.0,71.0
Bronze,23.0,178.0,71.0
Gold,23.0,178.0,71.0
Gold,23.0,180.0,69.0
Gold,27.0,180.0,69.0
Silver,24.0,178.0,84.0
Gold,45.0,188.0,72.0
Bronze,53.0,188.0,72.0
Bronze,61.0,188.0,72.0
Bronze,22.0,182.0,73.0
Bronze,30.0,182.0,73.0
Silver,23.0,181.0,92.0
Silver,32.0,172.0,62.0
Gold,40.0,172.0,62.0
Gold,53.0,173.0,63.0
Bronze,21.0,201.0,101.0
Silver,20.0,186.0,83.0
Silver,20.0,186.0,83.0
Gold,24.0,186.0,83.0
Bronze,31.0,177.0,58.0
Silver,25.0,185.0,71.0
Silver,25.0,175.0,74.0
Bronze,20.0,185.0,88.0
Gold,25.0,157.0,59.0
Gold,29.0,157.0,59.0
Silver,30.0,164.0,60.0
Silver,34.0,164.0,60.0
Bronze,23.0,178.0,70.0
Gold,27.0,178.0,70.0
Bronze,19.0,168.0,62.0
Bronze,27.0,184.0,90.0
Bronze,35.0,184.0,90.0
Silver,23.0,166.0,59.0
Bronze,23.0,165.0,68.0
Silver,17.0,193.0,82.0
Bronze,25.0,193.0,82.0
Gold,20.0,165.0,61.0
Gold,26.0,186.0,93.0
Bronze,34.0,186.0,93.0
Bronze,16.0,180.0,60.0
Bronze,23.0,174.0,58.0
Bronze,20.0,177.0,64.0
Silver,25.0,187.0,98.0
Bronze,30.0,190.0,75.0
Gold,24.0,180.0,77.0
Bronze,24.0,180.0,77.0
Silver,20.0,180.0,61.0
Silver,32.0,188.0,87.0
Gold,23.0,190.0,76.0
Gold,27.0,190.0,76.0
Silver,25.0,180.0,71.0
Silver,24.0,171.0,55.0
Silver,22.0,167.0,60.0
Bronze,30.0,168.0,67.0
Silver,21.0,178.0,72.0
Bronze,16.0,180.0,59.0
Gold,20.0,180.0,59.0
Gold,29.0,171.0,67.0
Silver,25.0,174.0,73.0
Silver,22.0,197.0,95.0
Silver,23.0,175.0,73.0
Bronze,29.0,170.0,71.0
Silver,41.0,170.0,73.0
Gold,18.0,175.0,86.0
Silver,22.0,175.0,86.0
Bronze,26.0,175.0,86.0
Silver,30.0,175.0,86.0
Gold,24.0,192.0,93.0
Gold,28.0,192.0,93.0
Silver,15.0,156.0,42.0
Bronze,15.0,156.0,42.0
Bronze,15.0,156.0,42.0
Bronze,22.0,180.0,77.0
Silver,17.0,175.0,69.0
Silver,21.0,175.0,69.0
Silver,23.0,194.0,90.0
Gold,18.0,180.0,63.0
Gold,22.0,180.0,63.0
Bronze,26.0,180.0,63.0
Gold,21.0,162.0,55.0
Gold,21.0,162.0,55.0
Silver,25.0,162.0,55.0
Silver,23.0,165.0,54.0
Gold,25.0,179.0,80.0
Bronze,19.0,178.0,61.0
Gold,27.0,178.0,61.0
Silver,19.0,149.0,53.0
Silver,23.0,149.0,53.0
Bronze,28.0,185.0,104.0
Bronze,24.0,196.0,97.0
Bronze,22.0,180.0,75.0
Bronze,18.0,181.0,72.0
Bronze,17.0,178.0,75.0
Bronze,23.0,192.0,87.0
Bronze,27.0,192.0,87.0
Gold,20.0,193.0,85.0
Silver,25.0,205.0,98.0
Bronze,27.0,162.0,54.0
Silver,26.0,181.0,84.0
Silver,27.0,173.0,79.0
Silver,26.0,181.0,61.0
Bronze,30.0,181.0,61.0
Gold,24.0,168.0,68.0
Gold,28.0,168.0,68.0
Silver,21.0,165.0,66.0
Gold,25.0,165.0,66.0
Silver,22.0,165.0,65.0
Bronze,22.0,165.0,65.0
Bronze,18.0,189.0,84.0
Gold,21.0,164.0,67.0
Bronze,19.0,173.0,60.0
Bronze,29.0,183.0,102.0
Bronze,21.0,190.0,91.0
Gold,20.0,185.0,72.0
Bronze,28.0,190.0,91.0
Silver,24.0,184.0,87.0
Bronze,19.0,186.0,73.0
Bronze,20.0,170.0,69.0
Gold,24.0,170.0,69.0
Bronze,23.0,206.0,93.0
Bronze,24.0,174.0,68.0
Gold,22.0,170.0,60.0
Gold,22.0,207.0,100.0
Gold,22.0,173.0,68.0
Gold,22.0,173.0,68.0
Bronze,22.0,169.0,57.0
Gold,23.0,185.0,77.0
Bronze,20.0,163.0,48.0
Silver,29.0,183.0,80.0
Bronze,29.0,178.0,83.0
Gold,23.0,182.0,71.0
Silver,26.0,181.0,91.0
Silver,29.0,181.0,91.0
Bronze,24.0,163.0,58.0
Bronze,28.0,163.0,58.0
Gold,30.0,182.0,79.0
Silver,20.0,178.0,74.0
Gold,24.0,178.0,74.0
Bronze,28.0,178.0,74.0
Bronze,28.0,183.0,90.0
Bronze,27.0,185.0,82.0
Gold,25.0,188.0,92.0
Bronze,29.0,188.0,92.0
Bronze,30.0,172.0,69.0
Bronze,25.0,185.0,117.0
Bronze,29.0,185.0,117.0
Gold,27.0,194.0,95.0
Gold,21.0,180.0,79.0
Bronze,25.0,180.0,79.0
Gold,29.0,180.0,79.0
Bronze,14.0,173.0,63.0
Silver,14.0,173.0,63.0
Silver,30.0,188.0,93.0
Bronze,34.0,188.0,93.0
Bronze,26.0,182.0,89.0
Bronze,30.0,182.0,89.0
Silver,20.0,187.0,93.0
Gold,34.0,187.0,93.0
Silver,19.0,162.0,58.0
Silver,23.0,162.0,58.0
Gold,28.0,173.0,58.0
Bronze,19.0,162.0,51.0
