Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
Bronze,27.0,177.0,77.0
Bronze,26.0,165.0,68.0
Bronze,30.0,185.0,80.0
Gold,26.0,168.0,58.0
Gold,30.0,168.0,58.0
Gold,30.0,168.0,58.0
Bronze,40.0,180.0,88.0
Bronze,21.0,181.0,69.0
Bronze,18.0,187.0,73.0
Silver,27.0,180.0,72.0
Bronze,23.0,183.0,72.0
Silver,31.0,177.0,80.0
Bronze,24.0,185.0,71.0
Bronze,20.0,171.0,79.0
Gold,26.0,168.0,62.0
Bronze,29.0,182.0,77.0
Gold,28.0,195.0,90.0
Gold,22.0,160.0,48.0
Gold,26.0,160.0,48.0
Silver,30.0,160.0,48.0
Bronze,25.0,172.0,54.0
Bronze,26.0,187.0,83.0
Silver,21.0,178.0,79.0
Gold,25.0,178.0,79.0
Silver,29.0,178.0,79.0
Silver,33.0,178.0,79.0
Bronze,32.0,174.0,65.0
Silver,20.0,186.0,85.0
Bronze,26.0,165.0,53.0
Silver,21.0,182.0,83.0
Gold,20.0,190.0,87.0
Gold,23.0,190.0,87.0
Silver,24.0,190.0,73.0
Gold,32.0,173.0,61.0
Silver,23.0,180.0,75.0
Bronze,23.0,180.0,75.0
Gold,27.0,180.0,75.0
Bronze,31.0,180.0,75.0
Bronze,26.0,185.0,70.0
Bronze,22.0,188.0,80.0
Silver,22.0,185.0,73.0
Silver,22.0,185.0,73.0
Bronze,21.0,198.0,94.0
Bronze,25.0,198.0,94.0
Bronze,24.0,186.0,85.0
Bronze,29.0,168.0,59.0
Gold,22.0,178.0,82.0
Gold,19.0,159.0,52.0
Bronze,24.0,169.0,61.0
Gold,22.0,165.0,60.0
Bronze,26.0,165.0,60.0
Silver,25.0,186.0,83.0
Bronze,28.0,196.0,98.0
Gold,29.0,183.0,68.0
Bronze,22.0,186.0,86.0
Bronze,36.0,178.0,73.0
Silver,25.0,195.0,92.0
Gold,25.0,182.0,81.0
Bronze,28.0,189.0,77.0
Silver,22.0,175.0,71.0
Silver,28.0,174.0,65.0
Silver,21.0,184.0,84.0
Bronze,24.0,190.0,86.0
Silver,22.0,175.0,77.0
Gold,26.0,175.0,77.0
Silver,26.0,176.0,77.0
Silver,21.0,198.0,90.0
Bronze,25.0,192.0,87.0
Silver,25.0,192.0,87.0
Gold,29.0,192.0,87.0
Silver,29.0,192.0,87.0
Gold,25.0,180.0,90.0
Silver,33.0,180.0,90.0
Bronze,33.0,180.0,90.0
Gold,23.0,163.0,62.0
Gold,24.0,189.0,90.0
Bronze,24.0,173.0,65.0
Bronze,24.0,176.0,83.0
Gold,28.0,187.0,80.0
Gold,30.0,163.0,64.0
Bronze,23.0,170.0,70.0
Silver,21.0,163.0,64.0
Silver,27.0,183.0,78.0
Silver,31.0,183.0,78.0
Bronze,28.0,184.0,72.0
Bronze,30.0,176.0,65.0
Bronze,23.0,198.0,98.0
Gold,26.0,204.0,142.0
Gold,30.0,204.0,142.0
Bronze,26.0,173.0,61.0
Gold,30.0,165.0,60.0
Bronze,20.0,191.0,75.0
Gold,17.0,172.0,48.0
Gold,22.0,171.0,70.0
Bronze,28.0,180.0,84.0
Gold,20.0,175.0,75.0
Silver,29.0,184.0,98.0
Gold,25.0,180.0,100.0
Bronze,21.0,178.0,77.0
Bronze,27.0,192.0,100.0
Bronze,31.0,192.0,100.0
Silver,21.0,170.0,77.0
Gold,25.0,170.0,77.0
Gold,29.0,170.0,77.0
Bronze,23.0,174.0,66.0
Silver,27.0,174.0,66.0
Bronze,28.0,188.0,86.5
Silver,25.0,181.0,70.0
Gold,25.0,181.0,70.0
Silver,31.0,170.0,86.0
Gold,37.0,169.0,63.0
Bronze,24.0,197.0,92.0
Silver,22.0,178.0,81.0
Silver,30.0,178.0,81.0
Bronze,34.0,178.0,81.0
Silver,28.0,170.0,67.0
Bronze,24.0,196.0,100.0
Bronze,28.0,196.0,100.0
Gold,28.0,196.0,100.0
Silver,32.0,196.0,100.0
Silver,32.0,189.0,92.0
Bronze,24.0,200.0,125.0
Silver,31.0,170.0,60.5
Gold,36.0,170.0,60.5
Gold,25.0,168.0,65.0
Silver,17.0,155.0,54.0
Bronze,21.0,155.0,54.0
Gold,20.0,179.0,79.0
Gold,22.0,181.0,78.0
Silver,19.0,168.0,54.0
Silver,27.0,190.0,95.0
Bronze,31.0,190.0,95.0
Gold,30.0,186.0,97.0
Gold,25.0,170.0,50.0
Gold,25.0,168.0,63.0
Silver,22.0,161.0,51.0
Gold,20.0,171.0,63.0
Silver,24.0,170.0,59.0
Bronze,23.0,174.0,57.0
Bronze,22.0,177.0,100.0
Bronze,21.0,168.0,54.0
Silver,26.0,168.0,54.0
Gold,23.0,193.0,105.0
Bronze,33.0,193.0,105.0
Gold,33.0,170.0,77.0
Silver,19.0,198.0,86.0
Gold,24.0,198.0,86.0
Silver,29.0,168.0,62.0
Bronze,20.0,173.0,67.0
Bronze,17.0,158.0,47.0
Bronze,21.0,173.0,58.0
Silver,38.0,175.0,78.0
Silver,25.0,185.0,78.0
Gold,24.0,168.0,56.0
Silver,25.0,168.0,62.0
Silver,32.0,184.0,78.0
Silver,23.0,179.0,71.0
Bronze,22.0,178.0,74.0
Bronze,30.0,196.0,103.0
Silver,22.0,165.0,72.0
Gold,26.0,165.0,72.0
Silver,30.0,165.0,72.0
Bronze,23.0,162.0,58.0
Silver,25.0,182.0,68.0
Bronze,21.0,180.0,73.0
Silver,18.0,186.0,82.0
Gold,18.0,186.0,82.0
Bronze,24.0,172.0,66.5
Silver,24.0,196.0,84.0
Silver,28.0,196.0,84.0
Silver,31.0,186.0,85.0
Bronze,26.0,161.0,58.0
Bronze,25.0,197.0,107.0
Bronze,25.0,168.0,62.0
Silver,29.0,168.0,62.0
Gold,29.0,205.0,116.0
Gold,32.0,205.0,116.0
Silver,30.0,193.0,100.0
Silver,24.0,158.0,56.0
Bronze,19.0,152.0,46.0
Bronze,25.0,178.0,71.0
Silver,33.0,178.0,71.0
Silver,23.0,165.0,62.0
Gold,22.0,175.0,77.0
Silver,30.0,175.0,77.0
Bronze,29.0,162.0,60.0
Gold,25.0,179.0,79.0
Gold,30.0,182.0,78.0
Gold,34.0,182.0,78.0
Bronze,26.0,186.0,96.0
Silver,30.0,155.0,55.0
Gold,22.0,183.0,83.0
Gold,30.0,183.0,83.0
Gold,24.0,177.0,82.0
Silver,23.0,163.0,65.0
Gold,20.0,170.0,50.0
Bronze,25.0,160.0,54.0
Bronze,25.0,153.0,56.0
Gold,19.0,186.0,78.0
Gold,21.0,199.0,99.0
Silver,25.0,199.0,99.0
Silver,25.0,199.0,99.0
Gold,17.0,180.0,69.0
Bronze,17.0,180.0,69.0
Silver,20.0,191.0,82.0
Bronze,27.0,175.0,77.0
Gold,35.0,175.0,77.0
Bronze,35.0,175.0,77.0
Gold,21.0,168.0,64.0
Bronze,29.0,168.0,64.0
Silver,50.0,165.0,63.0
Gold,28.0,181.0,84.0
Silver,20.0,190.0,92.0
Bronze,18.0,202.0,105.0
Gold,22.0,202.0,105.0
Gold,20.0,180.0,72.0
Silver,30.0,182.0,72.0
Bronze,29.0,179.0,82.0
Gold,21.0,179.0,69.0
Gold,26.0,161.0,63.0
Silver,22.0,180.0,123.0
Bronze,19.0,173.0,59.0
Bronze,29.0,170.0,75.0
Silver,26.0,171.0,74.0
Silver,23.0,165.0,64.0
Bronze,27.0,165.0,64.0
Bronze,27.0,185.0,72.0
Gold,22.0,162.0,56.0
Silver,22.0,162.0,56.0
Gold,30.0,162.0,56.0
Silver,30.0,162.0,56.0
Silver,21.0,181.0,80.0
Gold,30.0,179.0,92.0
Gold,34.0,179.0,92.0
Silver,37.0,179.0,92.0
Gold,41.0,179.0,92.0
Gold,23.0,155.0,55.0
Bronze,25.0,165.0,58.0
Silver,21.0,165.0,51.0
Silver,22.0,152.0,49.0
Silver,23.0,193.0,86.0
Silver,19.0,172.0,61.0
Gold,19.0,172.0,61.0
Gold,21.0,186.0,77.0
Gold,21.0,185.0,96.0
Silver,19.0,189.0,83.0
Gold,23.0,189.0,83.0
Bronze,27.0,189.0,83.0
Bronze,22.0,208.0,104.0
Bronze,25.0,189.0,76.0
Silver,29.0,189.0,76.0
Gold,33.0,189.0,76.0
Gold,30.0,175.0,67.0
Silver,25.0,190.0,93.0
Gold,20.0,175.0,75.0
Silver,24.0,175.0,75.0
Bronze,30.0,162.0,59.5
Bronze,22.0,182.0,73.0
Silver,26.0,182.0,73.0
Bronze,26.0,182.0,73.0
Silver,28.0,190.0,105.0
Bronze,28.0,179.0,85.0
Bronze,32.0,179.0,85.0
Gold,36.0,179.0,85.0
Bronze,31.0,180.0,74.0
Gold,30.0,185.0,104.0
Gold,28.0,182.0,85.0
Silver,33.0,182.0,85.0
Gold,19.0,159.0,59.0
Bronze,23.0,169.0,70.0
Bronze,21.0,174.0,89.0
Silver,26.0,189.0,73.0
Gold,30.0,189.0,73.0
Bronze,34.0,180.0,65.0
Silver,22.0,171.0,70.0
Bronze,20.0,195.0,98.0
Gold,22.0,170.0,65.0
Gold,26.0,170.0,65.0
Bronze,30.0,170.0,65.0
Bronze,30.0,170.0,65.0
Silver,29.0,166.0,65.0
Silver,20.0,178.0,73.0
Gold,20.0,178.0,73.0
Silver,20.0,178.0,73.0
Gold,20.0,178.0,73.0
Bronze,31.0,166.0,63.0
Silver,26.0,174.0,75.0
Bronze,34.0,174.0,75.0
Silver,38.0,174.0,75.0
Silver,21.0,178.0,78.0
Silver,27.0,165.0,57.0
Bronze,25.0,183.0,70.0
Silver,23.0,185.0,83.0
Bronze,16.0,151.0,35.0
Bronze,26.0,184.0,113.0
Silver,25.0,165.0,52.0
Bronze,27.0,180.0,75.0
Silver,31.0,180.0,75.0
Gold,21.0,191.0,87.0
Bronze,25.0,162.0,48.0
Silver,25.0,191.0,94.0
Bronze,27.0,187.0,92.0
Silver,33.0,183.0,78.0
Bronze,22.0,175.0,72.0
Bronze,24.0,185.0,79.0
Bronze,20.0,173.0,72.0
Silver,24.0,173.0,72.0
Gold,27.0,150.0,48.0
Bronze,22.0,160.0,50.0
Bronze,23.0,170.0,72.0
Silver,21.0,182.0,75.0
Bronze,20.0,197.0,85.0
Silver,23.0,169.0,63.0
Silver,23.0,169.0,63.0
Gold,22.0,172.0,70.0
Bronze,26.0,185.0,80.0
Silver,34.0,192.0,89.0
Bronze,24.0,188.0,74.0
Gold,24.0,193.0,95.0
Bronze,28.0,193.0,95.0
Bronze,32.0,193.0,95.0
Bronze,25.0,190.0,85.0
Bronze,29.0,190.0,85.0
Silver,29.0,211.0,115.0
Silver,25.0,190.0,88.0
Silver,21.0,195.0,87.0
Silver,26.0,170.0,68.0
Bronze,29.0,192.0,92.0
Bronze,27.0,186.0,78.0
Bronze,21.0,165.0,66.0
Silver,25.0,165.0,66.0
Silver,29.0,165.0,66.0
Gold,34.0,176.0,70.0
Bronze,28.0,189.0,108.0
Gold,25.0,189.0,91.0
Bronze,27.0,178.0,71.0
Gold,24.0,173.0,65.0
Silver,29.0,198.0,92.0
Silver,25.0,159.0,52.0
Bronze,29.0,159.0,52.0
Bronze,33.0,159.0,52.0
Bronze,20.0,162.0,61.0
Bronze,23.0,162.0,61.0
Bronze,34.0,171.0,70.0
Gold,24.0,188.0,70.0
Bronze,22.0,160.0,60.0
Silver,21.0,179.0,76.0
Bronze,22.0,169.0,65.0
Bronze,23.0,193.0,83.0
Silver,26.0,169.0,65.0
Gold,23.0,172.0,65.0
Bronze,23.0,177.0,80.0
Bronze,31.0,177.0,80.0
Silver,21.0,180.0,71.0
Gold,21.0,180.0,71.0
Bronze,25.0,180.0,71.0
Silver,29.0,180.0,71.0
Bronze,15.0,146.0,40.0
Gold,24.0,175.0,67.0
Gold,28.0,187.0,80.0
Bronze,20.0,178.0,88.0
Bronze,24.0,178.0,88.0
Gold,20.0,152.0,59.0
Gold,23.0,173.0,56.0
Bronze,17.0,170.0,52.0
Bronze,26.0,200.0,97.0
Silver,26.0,172.0,74.0
Gold,32.0,183.0,85.0
Silver,36.0,183.0,85.0
Silver,18.0,167.0,58.0
Gold,22.0,167.0,58.0
Bronze,22.0,184.0,80.0
Gold,23.0,183.0,73.0
Gold,35.0,170.0,68.0
Bronze,25.0,178.0,68.0
Bronze,29.0,178.0,68.0
Silver,17.0,181.0,81.0
Bronze,21.0,181.0,81.0
Bronze,29.0,181.0,81.0
Bronze,25.0,185.0,86.0
Silver,22.0,169.0,69.0
Gold,26.0,166.0,62.0
Silver,24.0,174.0,64.0
Gold,23.0,185.0,76.0
Silver,28.0,199.0,96.0
Gold,20.0,178.0,71.0
Bronze,28.0,178.0,71.0
Silver,23.0,188.0,83.0
Silver,31.0,167.0,69.0
Bronze,28.0,192.0,85.0
Silver,34.0,177.0,68.0
Gold,28.0,195.0,94.0
Gold,30.0,188.0,95.0
Gold,34.0,188.0,95.0
Gold,32.0,190.0,86.0
Bronze,30.0,158.0,50.0
Silver,26.0,204.0,95.0
Gold,16.0,160.0,46.0
Silver,16.0,160.0,46.0
Silver,28.0,170.0,56.0
Bronze,28.0,170.0,56.0
Bronze,27.0,181.0,75.0
Bronze,22.0,180.0,85.0
Silver,22.0,180.0,85.0
Gold,27.0,170.0,63.0
Silver,27.0,183.0,84.0
Bronze,27.0,183.0,84.0
Gold,24.0,163.0,57.0
Gold,22.0,196.0,94.0
Gold,24.0,171.0,68.0
Silver,33.0,182.0,72.0
Silver,39.0,162.0,66.0
Bronze,27.0,185.0,80.0
Bronze,28.0,166.0,55.0
Bronze,21.0,186.0,84.0
Gold,33.0,176.0,68.0
Gold,14.0,175.0,59.0
Bronze,21.0,165.0,66.0
Bronze,30.0,183.0,89.0
Bronze,21.0,180.0,80.0
Bronze,19.0,182.0,75.0
Silver,20.0,172.0,75.0
Silver,25.0,181.0,82.0
Bronze,22.0,185.0,92.0
Bronze,37.0,180.0,74.0
Silver,18.0,162.0,58.0
Silver,22.0,162.0,58.0
Bronze,24.0,186.0,77.0
Gold,28.0,180.0,80.0
Silver,21.0,191.0,94.0
Silver,18.0,173.0,61.0
Silver,25.0,176.0,85.0
Silver,29.0,176.0,85.0
Gold,17.0,170.0,73.0
Silver,21.0,170.0,73.0
Silver,25.0,170.0,73.0
Gold,29.0,170.0,73.0
Bronze,33.0,170.0,73.0
Bronze,24.0,173.0,77.0
Silver,28.0,173.0,77.0
Bronze,26.0,178.0,95.0
Silver,30.0,178.0,95.0
Silver,26.0,174.0,59.0
Silver,29.0,190.0,84.0
Silver,24.0,189.0,97.0
Silver,28.0,189.0,97.0
Silver,28.0,179.0,76.0
Silver,21.0,173.0,74.0
Silver,35.0,185.0,93.0
Gold,43.0,185.0,93.0
Silver,25.0,170.0,66.0
Bronze,23.0,175.0,90.0
Silver,22.0,175.0,63.0
Bronze,20.0,158.0,69.0
Gold,35.0,167.0,71.0
Bronze,25.0,182.0,76.0
Gold,29.0,182.0,76.0
Silver,27.0,186.0,75.0
Bronze,15.0,166.0,68.0
Silver,19.0,166.0,68.0
Silver,28.0,168.0,47.0
Bronze,22.0,173.0,84.0
Silver,26.0,173.0,84.0
Gold,23.0,175.0,69.0
Bronze,31.0,175.0,69.0
Silver,21.0,174.0,74.0
Gold,33.0,177.0,71.0
Bronze,37.0,177.0,71.0
Bronze,28.0,183.0,100.0
Gold,32.0,183.0,100.0
Gold,18.0,180.0,71.0
Silver,20.0,170.0,59.0
Bronze,24.0,170.0,59.0
Silver,32.0,170.0,59.0
Bronze,26.0,191.0,87.0
Silver,23.0,177.0,78.0
Bronze,24.0,177.0,76.0
Gold,16.0,164.0,42.0
Gold,27.0,173.0,70.0
Silver,31.0,173.0,70.0
Bronze,25.0,167.0,71.0
Bronze,26.0,176.0,69.0
Gold,26.0,187.0,75.0
Silver,30.0,187.0,75.0
Silver,29.0,183.0,77.0
Bronze,21.0,185.0,74.0
Bronze,29.0,185.0,132.0
Silver,27.0,188.0,135.5
Bronze,27.0,178.0,78.0
Bronze,20.0,164.0,50.0
Gold,24.0,164.0,50.0
Gold,27.0,167.0,54.0
Silver,24.0,165.0,49.0
Bronze,25.0,165.0,68.0
Gold,25.0,165.0,68.0
Bronze,29.0,165.0,68.0
Gold,29.0,165.0,68.0
Bronze,29.0,165.0,68.0
Gold,29.0,165.0,68.0
Silver,22.0,169.0,67.0
Bronze,26.0,169.0,67.0
Bronze,19.0,176.0,58.0
Silver,25.0,182.0,76.0
Gold,25.0,182.0,76.0
Silver,33.0,182.0,76.0
Silver,28.0,172.0,62.0
Silver,32.0,172.0,62.0
Silver,19.0,181.0,105.0
Bronze,25.0,175.0,85.0
Bronze,27.0,172.0,95.0
Bronze,30.0,176.0,66.0
Bronze,25.0,169.0,69.0
Bronze,25.0,168.0,72.0
Bronze,32.0,173.0,65.0
Bronze,36.0,173.0,65.0
Gold,44.0,173.0,65.0
Silver,21.0,166.0,66.0
Bronze,25.0,189.0,89.0
Bronze,24.0,160.0,50.0
Silver,29.0,162.0,56.0
Silver,22.0,173.0,75.0
Silver,26.0,173.0,75.0
Bronze,29.0,185.0,77.0
Silver,25.0,191.0,82.0
Gold,27.0,180.0,75.0
Bronze,24.0,187.0,75.0
Silver,27.0,187.0,79.0
Gold,29.0,176.0,66.0
Gold,29.0,176.0,66.0
Silver,33.0,176.0,66.0
Bronze,23.0,181.0,73.0
Gold,20.0,171.0,66.0
Gold,24.0,171.0,66.0
Gold,21.0,178.0,82.0
Gold,23.0,189.0,85.0
Bronze,29.0,184.0,90.0
Bronze,24.0,205.0,104.0
Bronze,29.0,195.0,90.0
Bronze,18.0,168.0,58.0
Bronze,21.0,171.0,73.0
Bronze,23.0,176.0,69.0
Silver,26.0,166.0,59.0
Silver,25.0,195.0,80.0
Silver,21.0,176.0,76.0
Silver,25.0,171.0,55.0
Silver,29.0,170.0,58.0
Bronze,30.0,170.0,81.0
Bronze,26.0,165.0,51.0
Gold,35.0,186.0,84.0
Bronze,35.0,186.0,84.0
Silver,43.0,186.0,84.0
Bronze,20.0,173.0,61.0
Silver,19.0,170.0,48.0
Bronze,31.0,178.0,57.0
Bronze,44.0,188.0,89.0
Silver,22.0,188.0,81.0
Bronze,22.0,188.0,81.0
Bronze,31.0,192.0,92.0
Gold,22.0,186.0,82.0
Gold,26.0,182.0,80.0
Bronze,26.0,170.0,65.0
Silver,31.0,170.0,65.0
Silver,31.0,170.0,65.0
Bronze,34.0,170.0,65.0
Silver,23.0,193.0,93.0
Bronze,43.0,165.0,62.0
Gold,28.0,168.0,50.0
Gold,28.0,168.0,50.0
Silver,23.0,178.0,75.0
Bronze,25.0,202.0,90.0
Silver,28.0,202.0,90.0
Bronze,36.0,202.0,90.0
Silver,20.0,169.0,61.0
Gold,27.0,175.0,71.0
Silver,31.0,175.0,71.0
Gold,24.0,196.0,106.0
Silver,24.0,170.0,67.0
Gold,23.0,187.0,100.0
Bronze,24.0,179.0,65.0
Bronze,30.0,177.0,74.0
Silver,24.0,187.0,90.0
Silver,27.0,183.0,81.0
Silver,23.0,178.0,75.0
Bronze,28.0,153.0,54.0
Bronze,32.0,153.0,54.0
Bronze,25.0,175.0,70.0
Silver,27.0,196.0,90.0
Bronze,22.0,170.0,64.0
Gold,25.0,171.0,69.0
Gold,29.0,171.0,69.0
Gold,17.0,190.0,92.0
Gold,21.0,190.0,92.0
Bronze,31.0,184.0,75.0
Silver,24.0,178.0,76.0
Gold,28.0,178.0,76.0
Bronze,32.0,178.0,76.0
Bronze,22.0,177.0,85.0
Bronze,31.0,180.0,77.0
Bronze,30.0,161.0,48.0
Bronze,19.0,174.0,63.0
Gold,23.0,174.0,63.0
Bronze,23.0,174.0,63.0
Bronze,23.0,174.0,63.0
Silver,19.0,168.0,62.0
Silver,27.0,196.0,92.0
Silver,30.0,176.0,72.0
Gold,23.0,193.0,81.0
Gold,26.0,194.0,99.0
Gold,34.0,194.0,99.0
Bronze,19.0,158.0,53.0
Silver,37.0,165.0,65.0
Bronze,22.0,188.0,89.0
Silver,19.0,200.0,120.0
Gold,23.0,200.0,120.0
Silver,21.0,159.0,56.0
Gold,24.0,169.0,63.0
Bronze,24.0,184.0,84.0
Bronze,28.0,184.0,84.0
Silver,28.0,184.0,84.0
Bronze,32.0,184.0,84.0
Gold,24.0,163.0,57.0
Bronze,28.0,163.0,57.0
Silver,32.0,166.0,60.0
Gold,20.0,173.0,74.0
Silver,28.0,173.0,74.0
Bronze,22.0,158.0,53.0
Silver,28.0,163.0,55.0
Silver,22.0,182.0,90.0
Gold,27.0,164.0,65.0
Gold,24.0,160.0,50.0
Bronze,23.0,182.0,85.0
Silver,27.0,192.0,100.0
Gold,34.0,190.0,90.0
Gold,36.0,181.0,86.0
Gold,31.0,168.0,66.0
Bronze,18.0,165.0,57.0
Gold,28.0,178.0,72.0
Silver,28.0,178.0,72.0
Gold,17.0,189.0,74.0
Gold,17.0,189.0,74.0
Silver,17.0,189.0,74.0
Bronze,21.0,189.0,74.0
Gold,21.0,189.0,74.0
Silver,21.0,189.0,74.0
Bronze,25.0,189.0,74.0
Gold,30.0,185.0,78.0
Bronze,21.0,165.0,57.0
Silver,26.0,188.0,84.0
Gold,20.0,187.0,81.0
Gold,24.0,187.0,81.0
Silver,23.0,177.0,70.0
Bronze,19.0,181.0,75.0
Bronze,22.0,183.0,70.0
Bronze,21.0,182.0,82.0
Gold,28.0,165.0,70.0
Bronze,26.0,169.0,60.0
Bronze,26.0,164.0,56.0
Bronze,23.0,192.0,94.0
Silver,25.0,183.0,78.0
Bronze,28.0,171.0,70.0
Silver,20.0,176.0,70.0
Bronze,24.0,176.0,70.0
Silver,45.0,180.0,75.0
Gold,27.0,154.0,50.0
Bronze,27.0,154.0,50.0
Gold,31.0,154.0,50.0
Silver,25.0,191.0,87.0
Silver,25.0,175.0,69.0
Gold,24.0,184.0,81.0
Gold,36.0,184.0,81.0
Silver,22.0,159.0,51.0
Gold,26.0,182.0,78.0
Bronze,25.0,170.0,67.0
Bronze,27.0,179.0,77.0
Gold,27.0,179.0,77.0
Gold,31.0,179.0,77.0
Silver,22.0,177.0,76.0
Gold,23.0,168.0,60.0
Silver,25.0,196.0,86.0
Bronze,28.0,180.0,77.0
Silver,26.0,181.0,60.0
Silver,30.0,181.0,60.0
Gold,22.0,200.0,99.0
Gold,22.0,193.0,81.0
Gold,31.0,175.0,72.0
Gold,34.0,175.0,72.0
Gold,26.0,185.0,86.0
Gold,26.0,188.0,81.0
Silver,27.0,155.0,56.0
Silver,31.0,155.0,56.0
Bronze,22.0,180.0,97.0
Bronze,26.0,180.0,97.0
Silver,26.0,183.0,91.0
Silver,24.0,186.0,77.0
Gold,23.0,179.0,87.0
Gold,22.0,185.0,81.0
Bronze,26.0,185.0,81.0
Gold,30.0,185.0,81.0
Bronze,34.0,185.0,81.0
Silver,19.0,178.0,68.0
Gold,26.0,176.0,65.0
Gold,21.0,188.0,80.0
Bronze,29.0,170.0,70.0
Bronze,33.0,170.0,70.0
Gold,24.0,183.0,81.0
Gold,25.0,176.0,72.0
Gold,29.0,176.0,72.0
Gold,25.0,172.0,72.0
Silver,28.0,190.0,83.0
Silver,22.0,181.0,71.0
Bronze,20.0,190.0,94.0
Bronze,19.0,162.0,57.0
Silver,21.0,190.0,82.0
Bronze,21.0,190.0,82.0
Silver,25.0,190.0,82.0
Bronze,25.0,190.0,82.0
Bronze,22.0,185.0,76.0
Silver,26.0,172.0,68.0
Gold,30.0,172.0,68.0
Gold,30.0,172.0,68.0
Bronze,32.0,175.0,62.0
Gold,36.0,175.0,62.0
Silver,20.0,183.0,80.0
Silver,28.0,183.0,80.0
Silver,16.0,185.0,75.0
Gold,24.0,180.0,73.0
Gold,21.0,172.0,72.0
Gold,25.0,172.0,72.0
Gold,27.0,173.0,77.0
Gold,35.0,183.0,77.0
Gold,39.0,183.0,77.0
Silver,25.0,193.0,130.0
Silver,33.0,193.0,130.0
Bronze,24.0,170.0,55.0
Silver,24.0,170.0,55.0
Silver,32.0,170.0,55.0
Silver,32.0,170.0,55.0
Gold,29.0,185.0,84.0
Gold,28.0,172.0,63.0
Bronze,26.0,173.0,60.0
Silver,27.0,169.0,70.0
Gold,30.0,188.0,77.0
Gold,24.0,177.0,74.0
Gold,24.0,177.0,74.0
Gold,28.0,177.0,74.0
Bronze,28.0,177.0,74.0
Gold,19.0,183.0,70.0
Bronze,25.0,177.0,71.0
Gold,25.0,203.0,102.0
Gold,29.0,178.0,82.0
Gold,25.0,198.0,98.0
Gold,24.0,165.0,69.0
Gold,26.0,182.0,73.0
Gold,26.0,162.0,57.0
Bronze,22.0,181.0,76.0
Gold,24.0,185.0,89.0
Bronze,20.0,175.0,64.0
Bronze,19.0,179.0,66.0
Gold,22.0,188.0,62.0
Bronze,26.0,188.0,62.0
Gold,30.0,188.0,62.0
Gold,17.0,177.0,66.0
Silver,17.0,177.0,66.0
Silver,23.0,167.0,67.0
Gold,21.0,170.0,70.0
Silver,24.0,170.0,45.0
Bronze,28.0,177.0,73.0
Gold,22.0,162.0,50.0
Bronze,25.0,162.0,50.0
Silver,24.0,190.0,93.0
Silver,16.0,154.0,43.0
Bronze,25.0,167.0,76.0
Bronze,29.0,167.0,76.0
Gold,22.0,162.0,58.0
Gold,22.0,162.0,58.0
Gold,26.0,162.0,58.0
Gold,26.0,162.0,58.0
Gold,23.0,171.0,68.0
Gold,27.0,171.0,68.0
Gold,25.0,185.0,70.0
Gold,29.0,185.0,70.0
Bronze,20.0,170.0,64.0
Gold,25.0,178.0,72.0
Gold,24.0,181.0,72.0
Gold,28.0,181.0,72.0
Bronze,20.0,178.0,74.0
Gold,20.0,165.0,51.0
Bronze,24.0,168.0,69.0
Silver,22.0,162.0,48.0
Gold,32.0,170.0,95.0
Gold,23.0,176.0,55.0
Silver,27.0,178.0,68.0
Bronze,31.0,178.0,68.0
Bronze,31.0,176.0,80.0
Bronze,35.0,176.0,80.0
Gold,23.0,178.0,80.0
Bronze,30.0,169.0,59.0
Silver,30.0,169.0,59.0
Gold,34.0,169.0,59.0
Bronze,49.0,152.0,49.0
Silver,28.0,195.0,91.0
Bronze,18.0,174.0,66.0
Bronze,21.0,183.0,85.0
Silver,25.0,183.0,85.0
Gold,33.0,190.0,120.0
Silver,33.0,190.0,120.0
Gold,41.0,190.0,120.0
Silver,23.0,175.0,81.0
Silver,23.0,167.0,70.0
Silver,21.0,185.0,82.0
Bronze,23.0,176.0,81.0
Gold,26.0,202.0,109.0
Bronze,27.0,163.0,55.0
Silver,22.0,183.0,86.0
Bronze,22.0,185.0,70.0
Bronze,19.0,183.0,77.0
Gold,33.0,162.0,61.0
Bronze,24.0,175.0,58.0
Gold,28.0,167.0,68.0
Silver,28.0,183.0,75.0
Silver,32.0,183.0,75.0
Silver,28.0,178.0,74.0
Silver,22.0,172.0,59.0
Silver,27.0,178.0,64.0
Bronze,24.0,167.0,59.0
Gold,20.0,191.0,84.0
Bronze,20.0,182.0,72.0
Silver,28.0,182.0,72.0
Gold,28.0,182.0,72.0
Gold,21.0,190.0,77.0
Gold,28.0,188.0,75.0
Gold,24.0,180.0,78.0
Silver,23.0,177.0,71.0
Silver,23.0,183.0,86.0
Silver,24.0,188.0,89.0
Silver,32.0,182.0,115.0
Gold,36.0,182.0,115.0
Silver,48.0,182.0,115.0
Silver,20.0,185.0,80.0
Bronze,39.0,165.0,56.0
Bronze,18.0,185.0,73.0
Gold,30.0,185.0,73.0
Silver,20.0,173.0,59.0
Gold,20.0,173.0,59.0
Silver,20.0,173.0,59.0
Bronze,26.0,172.0,69.0
Gold,24.0,179.0,69.0
Bronze,28.0,177.0,71.0
Bronze,27.0,178.0,73.0
Gold,26.0,167.0,75.0
Silver,28.0,173.0,61.0
Gold,26.0,178.0,66.0
Bronze,20.0,183.0,77.0
Gold,24.0,183.0,77.0
